helpful,name,postDate,reviewBody,reviewTitle,starRating,verifiedPurchase
One person found this helpful,GeekyPhotogMomSings,"Reviewed in the United States on February 4, 2017","I think some of this is just a problem with filters, period - so weigh the personal ding to Tiffen accordingly. If taking pictures where there are bright lights, a reflection can get caught between the filter and the lens and bounce back to create a ghosted shadow. After finding some ruined photos, I just took it off and got a large hood instead to protect my lens.",Be careful of ghosted reflections when photographing anything with lights or lighted electronics like a laptop,3.0 out of 5 stars,Verified Purchase
One person found this helpful,R. Siegfried,"Reviewed in the United States on November 2, 2020",I do not see any degradation in picture quality with these. They fit. They do not scratch easily. They have saved my lense,Gerat for the money,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Chevy_flames,"Reviewed in the United States on April 3, 2013","My dad is a long time photographer, since the 1980s, and all he has ever trusted for filters and UV lenses is Tiffen lenses. They are durable and long lasting. Keep in mind, better to scratch these Tiffens than to scratch your camera lenses. One thing I will speak to if you are debating whether you need these, consider that you probably wouldn't purchase a smart phone today if you didn't have a case. Well, these are pretty much the ""case"" for your lenses. I am glad I went with these. They screwed on easily and the cases they come in are well built. The cases are also sealed to keep dust out. I highly recommend these to any photographer at any level.",Great protection for my lenses,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Silicon Valley Geek,"Reviewed in the United States on February 2, 2016","New lens? New Tiffen protector goes on immediately. Every time I break a Tiffen filter I'm eternally grateful to them for saving my lens! Used to hate the new squeak sound of metal on metal when I'd go to thread the filter on the lens, but now I add a tiny dab of Bulb EZ on the threads and the filter goes on without a squeak. Be sure you have camera lens cleaner and a camera lens cloth to clean lens and filter before you start!","Tiffen, lens cleaner and Bulb EZ",5.0 out of 5 stars,Verified Purchase
One person found this helpful,Domingo S.,"Reviewed in the United States on September 14, 2019",Great price but you get a green flare depending on the light source. Great for protection but found I took it off due to the flare issue.,Green Flare in sunlight.,2.0 out of 5 stars,Verified Purchase
4 people found this helpful,C. J. Clavadetscher,"Reviewed in the United States on October 31, 2014","I didn't shoot with my SAMSUNG WB2200F until AFTER I got my lens cover on, the UV protection filter. I have a second, because the lens is irreplaceable and the filter isn't--I can mess it up and replace in ""mere seconds."" Coating on lenses these days are a very important part of your optical quality. Finger prints and such have acids that will eat that coating. The UV filter is so cheap, the lens so good, why not be safe.",First thing to do to save that lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Bryan,"Reviewed in the United States on September 23, 2020","This filter on a Meike 35mm F1.4 with a Sony A6400 produced bad results, the two attached photos show the glare with the filter on vs what it looks like with the filter off. When shooting away from a light source, the picture quality seems unaffected for my camera lens combination, but with a light source in the shot it becomes apparent that the filter severely affects the photos.",Ghosting/Glare/Flares,2.0 out of 5 stars,Verified Purchase
One person found this helpful,Bob Rieth,"Reviewed in the United States on October 20, 2018",After using this filter for only about 6 months the glass fell out of it completely. I would consider myself an advanced amateur photographer and use my lens a lot. I was very disappointed.,It fell apart,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Kenzie Sherea,"Reviewed in the United States on January 5, 2020",AN absolute need for anyone. You’re kidding yourself if you don’t think you need a filter you’re an idiot.,A need for any lens that cost more than 100$,5.0 out of 5 stars,Verified Purchase
7 people found this helpful,Andrew az,"Reviewed in the United States on April 5, 2021",It's not super mult coated but does it's job well for the price and still of the good same standard for years.,Reliable,3.0 out of 5 stars,Verified Purchase
One person found this helpful,BOB,"Reviewed in the United States on February 16, 2020",You get what you pay for. I only purchased this to protect the lens and it does that. Nothing fancy.,It works,4.0 out of 5 stars,Verified Purchase
One person found this helpful,jw.hunter,"Reviewed in the United States on May 16, 2014","i bought a bunch of UV filters to keep my lenses safe, but in truth, the filters add light noise to many images and i've found that my lens hoods are almost as good at keeping my fingers off the lens as a filter with the additional benefit of shading the lens. My advice, unless you're using filters for effect, spend your money on a nice lens hood and leave the UV filters for the uninitiated.",Mostly Useless,3.0 out of 5 stars,Verified Purchase
